CustomerID,ContractType,MonthlyCharges,TotalCharges,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Churn
216,One year,51.66463307525211,2048.7630297208216,23,Yes,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Yes
217,One year,39.03916674110041,5839.047549392738,15,No,No phone service,No,No,No,Yes,No,No,Credit card (automatic),No
218,Two year,52.11866938095032,7935.298615659971,8,No,No phone service,DSL,No,No,No,No,Yes,Bank transfer (automatic),No
219,Month-to-month,95.71629079886497,883.5069867390057,41,Yes,No,DSL,No internet service,Yes,No,No,No,Mailed check,Yes
220,Month-to-month,107.858378597672,3271.805095304177,19,No,No,DSL,No,No,No,No,Yes,Bank transfer (automatic),No
221,Month-to-month,105.54000767559623,6420.56065272336,46,No,No,Fiber optic,No,No,No internet service,Yes,No,Mailed check,Yes
222,Two year,66.13370119527939,1711.8815135683008,28,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Mailed check,No
223,One year,90.7857474279288,4485.171099488061,68,Yes,No,No,Yes,No,Yes,No,No,Electronic check,No
224,One year,48.64357088283971,5891.263238634431,15,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Electronic check,Yes
225,Month-to-month,56.66644345375221,4966.285057055415,37,No,No phone service,No,No internet service,No,Yes,Yes,No,Mailed check,No
226,One year,111.5565594854219,1585.3954034617875,1,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Credit card (automatic),No
227,One year,31.173175039476977,2907.5380926173416,67,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Electronic check,Yes
228,Two year,37.771276307756594,6291.9550974346375,24,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Mailed check,No
229,Two year,48.90764921828848,4478.389461642932,27,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),No
230,Two year,32.404430552517596,141.31394698901062,40,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Bank transfer (automatic),No
231,Two year,46.50062459317155,6111.827004221941,63,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,Credit card (automatic),No
232,Month-to-month,83.04678204824198,378.9597040278887,61,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Bank transfer (automatic),No
233,Two year,68.3396341039173,5991.296883576734,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Bank transfer (automatic),No
234,One year,111.2231257080047,1699.5964253053755,24,No,No,No,No,Yes,No internet service,No,Yes,Mailed check,No
235,Month-to-month,104.37736411819812,7668.780492943104,24,No,No,No,Yes,No,No internet service,No internet service,Yes,Bank transfer (automatic),No
236,One year,61.09537900450671,3006.7319352864674,4,Yes,No,No,No internet service,Yes,No,No,No,Bank transfer (automatic),No
237,One year,53.59753244224761,2682.759769070825,67,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,Bank transfer (automatic),No
238,One year,64.54200914322129,1276.215597626313,34,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,Bank transfer (automatic),No
239,Two year,83.7068397688475,2514.2733023726973,57,No,Yes,DSL,No,No internet service,No internet service,Yes,No,Mailed check,No
240,Two year,54.383791314881734,7025.541018442785,49,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No,Bank transfer (automatic),No
241,Month-to-month,86.7875506142712,7971.041267255254,53,No,No,Fiber optic,Yes,No,No,No internet service,Yes,Credit card (automatic),No
242,Month-to-month,67.24646034940288,3009.6452910041016,23,No,Yes,No,No internet service,No internet service,No,No,No,Electronic check,No
243,Two year,80.2262934575302,3644.0239845408864,69,No,Yes,DSL,No,No,Yes,Yes,Yes,Credit card (automatic),No
244,One year,69.67751415131382,5804.360411801623,53,No,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Electronic check,Yes
245,Month-to-month,56.7863841183145,7100.946665674089,62,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),No
246,Two year,116.29925093355625,4785.050240075595,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Electronic check,No
247,Two year,99.47812726853823,3193.0530156048517,57,Yes,No,Fiber optic,Yes,No,Yes,No,No,Electronic check,No
248,Two year,42.74029899474718,3359.7125427041274,60,No,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,Electronic check,No
249,One year,109.02058580671006,5595.383357324774,54,Yes,Yes,No,No,No,No,No internet service,Yes,Electronic check,No
250,Two year,74.34623904070574,125.42428247380158,70,No,No,Fiber optic,No internet service,No,Yes,No,No,Mailed check,No
251,Two year,111.39425264736231,4994.755765932741,57,No,No phone service,No,No internet service,No,Yes,Yes,No,Credit card (automatic),No
252,Two year,102.77682829120567,2908.394782486723,10,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,Electronic check,No
253,Two year,68.68442890670025,6374.158917088966,40,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes
254,Month-to-month,32.03470705713068,834.626054602744,7,Yes,No,DSL,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes
255,Month-to-month,54.43963970403009,4746.797908892285,38,Yes,No,No,Yes,Yes,No internet service,No,Yes,Electronic check,No
256,Two year,79.27871353413889,3899.6858301003776,61,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,Credit card (automatic),No
257,One year,87.6365180041794,5174.371654651297,3,No,No,No,No internet service,Yes,No,No internet service,Yes,Mailed check,No
258,Month-to-month,53.457779374421406,612.3433964154499,51,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Credit card (automatic),No
259,Two year,42.671402740626995,4681.871920682237,47,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,Electronic check,No
260,Month-to-month,105.96865154873622,4535.728244880237,68,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,Bank transfer (automatic),No
261,Month-to-month,119.57059844402323,4529.214745887751,38,No,No phone service,Fiber optic,Yes,No,No,No internet service,No,Credit card (automatic),No
262,One year,77.82780658954441,4867.552566111993,36,Yes,No,DSL,No internet service,No internet service,No,No,Yes,Bank transfer (automatic),No
263,Two year,45.61281501219562,5444.0967040882615,41,No,No phone service,DSL,Yes,No internet service,No,No internet service,No,Mailed check,No
264,Two year,54.769966713262576,6459.413097478081,69,Yes,No phone service,No,No,No internet service,No,Yes,No,Credit card (automatic),No
265,One year,31.66355156581947,2231.5836890128935,13,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Credit card (automatic),No
266,One year,113.1911913970054,6617.89034042249,58,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Mailed check,No
267,Two year,40.70534854300284,4036.2198898812835,50,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Mailed check,No
268,Two year,82.45299927179707,708.7604051612162,30,Yes,No,DSL,Yes,No,Yes,Yes,No,Mailed check,No
269,One year,54.929025082535745,562.5523410274357,62,No,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,Electronic check,No
270,Month-to-month,80.4201982289372,2740.48271769888,25,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,Electronic check,No
271,Month-to-month,89.26925534001964,6300.686119180594,27,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Credit card (automatic),No
272,One year,105.49650413735534,5690.679384453235,51,No,No,DSL,No,No,No,Yes,No,Credit card (automatic),No
273,Month-to-month,48.77433573021489,6330.058220912011,57,No,No,DSL,No,No internet service,No,No,No,Credit card (automatic),No
274,One year,30.99062040792172,4186.425545888715,47,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),No
275,Month-to-month,42.44659233626146,3577.5720838483753,39,No,No,DSL,No internet service,No,No internet service,No,No,Mailed check,No
276,Month-to-month,111.89169640817755,1264.8749609796432,16,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Credit card (automatic),No
277,Two year,109.51399705818888,2692.722753513561,22,Yes,No phone service,DSL,No internet service,No,No,Yes,No,Mailed check,Yes
278,Two year,84.35459229749806,3528.7529927736146,54,Yes,No,DSL,No,No,Yes,No,No,Electronic check,No
279,Month-to-month,84.63703429946246,799.9433944689762,21,No,No,DSL,No internet service,No,Yes,Yes,Yes,Mailed check,Yes
280,Month-to-month,90.50833738370925,1842.834426418569,16,No,Yes,DSL,Yes,No,No internet service,No,Yes,Bank transfer (automatic),Yes
281,Two year,45.94878635473391,4825.979823103537,59,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Bank transfer (automatic),No
282,Two year,113.20148707917133,5911.7386024895995,31,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Mailed check,No
283,Two year,68.09811776517866,7986.945340004302,42,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Bank transfer (automatic),Yes
284,One year,64.85560607070427,7471.595317614106,32,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,Bank transfer (automatic),Yes
285,Month-to-month,77.21151118073821,5176.2650763280135,59,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,Yes
286,Two year,34.263902976530005,3427.859621023169,34,No,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Credit card (automatic),No
287,Month-to-month,45.12178655680322,5125.801181195038,9,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Bank transfer (automatic),No
288,One year,97.1510590947997,6306.647782833833,11,No,No phone service,No,No internet service,No,No internet service,No,Yes,Credit card (automatic),No
289,One year,37.52467878118651,1034.85590829476,10,No,No phone service,DSL,No,No,No,No,No,Mailed check,No
290,Two year,84.87684196144133,3338.248628600677,17,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Mailed check,No
291,One year,52.31676898100021,6734.438056521376,68,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,Bank transfer (automatic),No
292,Month-to-month,65.41590087781987,3132.2803202710475,48,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,Mailed check,No
293,Two year,56.26113004613369,4617.790942694774,52,No,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Electronic check,No
294,Month-to-month,62.356217198310375,4743.377950811366,25,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,Bank transfer (automatic),No
295,Month-to-month,95.42317737176633,1557.3623997557509,21,No,Yes,DSL,No,No internet service,No,Yes,No,Bank transfer (automatic),No
296,One year,57.02807612170892,2961.6599890530783,65,No,No,DSL,Yes,Yes,No,No internet service,Yes,Bank transfer (automatic),No
297,One year,81.53282226701764,2742.639181061264,63,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,Mailed check,No
298,One year,73.31058660011807,306.95399740331186,51,No,No,DSL,Yes,No,No,No,Yes,Mailed check,No
299,One year,90.38407604800098,291.1149347417064,36,No,Yes,DSL,Yes,No,Yes,No,Yes,Bank transfer (automatic),No
300,One year,115.24150627855298,6670.40664503861,66,Yes,No,Fiber optic,No,No,No internet service,No,No,Credit card (automatic),No
301,Two year,96.65406084613277,2257.259398785218,15,No,Yes,DSL,No,No internet service,Yes,No internet service,No,Mailed check,Yes
302,Month-to-month,49.549574451758865,4192.822253286642,39,No,Yes,DSL,No,No,No internet service,Yes,No,Mailed check,No
303,Month-to-month,32.8276652905769,2459.932031351307,70,No,No,No,Yes,Yes,No internet service,No internet service,No,Bank transfer (automatic),No
304,Month-to-month,53.85602803128408,7531.36603641119,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Credit card (automatic),No
305,Month-to-month,84.14209169372319,2148.4443950396126,23,No,Yes,No,No,No,No internet service,No internet service,Yes,Bank transfer (automatic),Yes
306,One year,34.66974902706678,3494.288820637587,39,Yes,No phone service,No,No,Yes,No internet service,No internet service,Yes,Mailed check,No
307,Month-to-month,75.15932849531251,6994.568978828354,57,No,Yes,No,No,Yes,No,Yes,Yes,Bank transfer (automatic),No
308,Two year,84.30269925143692,6751.275177655289,34,No,No,DSL,Yes,No,Yes,No internet service,No,Bank transfer (automatic),No
309,Two year,60.40619406434344,1570.2012009855907,41,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),No
310,Month-to-month,100.1430105408698,6440.882147386113,13,No,No phone service,No,No internet service,No,No,No,No,Credit card (automatic),No
311,Month-to-month,39.69044103517324,3719.676405229352,70,Yes,Yes,No,No,Yes,No internet service,No,Yes,Bank transfer (automatic),No
312,Two year,36.8275381379586,3915.4540894743063,6,Yes,Yes,No,Yes,No internet service,Yes,No,No,Mailed check,No
313,Two year,96.2551768145279,1154.491782085956,52,No,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Bank transfer (automatic),No
314,One year,75.07970977476405,736.7519586812848,3,No,No,No,No,No internet service,No,No,Yes,Credit card (automatic),Yes
315,Two year,92.63461807492398,5850.7205250927445,63,No,Yes,No,Yes,No internet service,Yes,Yes,Yes,Electronic check,No
316,One year,69.55928781294091,4022.043103606868,49,No,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Credit card (automatic),No
317,One year,52.41258502475872,3551.1205506599185,47,No,No,Fiber optic,No,No,No internet service,No,No,Bank transfer (automatic),Yes
318,One year,104.52831090835217,5863.115006353934,55,No,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Electronic check,No
319,One year,102.7368449861771,6147.551902029767,64,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Bank transfer (automatic),No
320,One year,93.20737884775284,1355.3745245878931,65,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Credit card (automatic),No
321,Month-to-month,54.755207487926604,4920.778680873366,67,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Electronic check,No
322,Two year,83.70099068508692,1169.2972499937157,15,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,Electronic check,No
323,One year,62.838624621542436,6035.863179629461,32,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),No
324,Two year,38.32396867272371,5289.945734510402,68,No,Yes,DSL,No,No internet service,No,Yes,Yes,Bank transfer (automatic),No
325,Two year,113.46553536706409,7657.255506559318,18,No,No phone service,No,Yes,No,No internet service,No,Yes,Credit card (automatic),No
326,One year,42.440495413625484,644.7683292157274,43,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Bank transfer (automatic),No
327,Month-to-month,116.46159919769302,550.7322970949091,35,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,Electronic check,No
328,One year,70.57652533917397,2329.277890076281,58,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Mailed check,No
329,Month-to-month,46.83709652431439,2167.474901513657,33,Yes,No phone service,No,Yes,No,No internet service,No internet service,No,Mailed check,No
330,Two year,79.30298621143059,2051.132512668799,14,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Credit card (automatic),No
331,Month-to-month,109.42807106475315,7259.41118611619,34,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,Bank transfer (automatic),No
332,Month-to-month,96.62246466327007,2071.414978811098,61,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Credit card (automatic),No
333,Month-to-month,103.38706445539192,2248.402836416185,4,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,Mailed check,No
334,Two year,89.93928637067528,6099.246273101913,59,No,No,No,Yes,No,Yes,Yes,Yes,Mailed check,No
335,Two year,92.98716737112457,3652.944755359266,29,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,Bank transfer (automatic),No
336,Month-to-month,107.26680429244405,6236.013399945931,6,No,No phone service,DSL,No internet service,No,No,Yes,No,Electronic check,No
337,Month-to-month,52.70978880618592,616.3926447586434,49,No,No phone service,No,Yes,No,No,Yes,No,Bank transfer (automatic),No
338,One year,74.52767169152578,3951.812430019736,40,No,No phone service,Fiber optic,No,No,Yes,No,No,Mailed check,Yes
339,Month-to-month,50.1200592055838,365.5474414479328,65,No,No phone service,No,No,No internet service,No internet service,Yes,Yes,Electronic check,No
340,One year,119.86778872769487,594.9603072973007,69,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Credit card (automatic),Yes
341,Month-to-month,115.89939991148181,7260.855881420846,27,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Mailed check,Yes
342,One year,33.57783983453403,1200.0384318290019,6,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,Credit card (automatic),No
343,Two year,94.19734069892765,4306.123389974216,13,No,No phone service,Fiber optic,No,No,Yes,No,No,Electronic check,No
344,Month-to-month,114.18759688482558,3347.6552605455818,64,No,No,Fiber optic,No,No,Yes,Yes,Yes,Credit card (automatic),Yes
345,Month-to-month,46.422356406587355,2844.0122774448573,62,No,No,DSL,No internet service,Yes,Yes,No,No,Mailed check,Yes
346,Month-to-month,81.67301598028928,7208.683430929453,19,No,No phone service,Fiber optic,No,No internet service,No,Yes,No,Bank transfer (automatic),No
347,Month-to-month,113.2994350805118,272.40483452636704,43,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Credit card (automatic),No
348,One year,33.079084051307696,5343.938520787154,20,Yes,No,DSL,Yes,Yes,No,No,Yes,Mailed check,No
349,Month-to-month,93.45524431946244,7710.816030287048,68,No,No,DSL,No internet service,Yes,No,Yes,No,Mailed check,No
350,Two year,57.048759670902115,4525.328649348551,44,Yes,No,DSL,Yes,No,No,No internet service,No,Electronic check,No
351,Two year,114.11005377926426,7500.897450061426,23,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Mailed check,No
352,Month-to-month,118.35630031004847,512.8372463595878,2,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Bank transfer (automatic),No
353,Two year,115.91825050932248,3408.467220685875,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Bank transfer (automatic),No
354,Month-to-month,73.14349371582921,2155.2465486002043,57,No,No,DSL,Yes,No,Yes,Yes,Yes,Credit card (automatic),No
355,Month-to-month,108.43588124002751,5873.485623347766,7,Yes,No,No,No internet service,Yes,Yes,No internet service,No,Credit card (automatic),No
356,Two year,106.8439952666914,7852.247014928249,56,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Credit card (automatic),No
357,Month-to-month,59.02814306513626,2126.5874933095574,67,Yes,No phone service,No,No internet service,No,Yes,No,No,Credit card (automatic),No
358,Two year,105.42130814771163,5267.979351645188,16,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),No
359,One year,33.357694759109826,1664.9712988019471,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes
360,Month-to-month,84.25055894186683,4566.109011115718,12,Yes,Yes,No,No,No internet service,Yes,No internet service,No,Credit card (automatic),Yes
361,One year,50.92080419318098,3765.066644837856,53,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,Electronic check,Yes
362,Two year,40.96158660573237,7778.842104089143,5,No,No,Fiber optic,No,Yes,No,No internet service,Yes,Mailed check,No
363,One year,36.99274134825803,4907.365454302086,27,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Mailed check,No
364,One year,93.35227860491072,2861.1003394858685,12,No,No phone service,No,Yes,Yes,No,Yes,No,Credit card (automatic),No
365,Two year,60.918621702894015,1001.3567006146736,17,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Mailed check,No
366,One year,95.94377620911729,1294.849947005983,6,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Electronic check,No
367,One year,35.93742701270375,1880.0037466147571,5,No,No,DSL,No,Yes,No,No internet service,No,Electronic check,No
368,Two year,58.68142074258554,2082.636624588354,57,No,No,DSL,No,No,Yes,No internet service,Yes,Mailed check,No
369,One year,79.08370760615568,6819.866856944988,28,No,No,No,No,Yes,No internet service,No,No,Credit card (automatic),No
370,Two year,101.94580800034568,4533.660027431947,69,Yes,No phone service,No,Yes,No,No internet service,Yes,No,Electronic check,No
371,One year,58.99647776681836,4234.788199857495,59,No,Yes,DSL,No,No,Yes,No internet service,Yes,Electronic check,No
372,Two year,86.94611525576782,1006.674087766818,33,Yes,No,Fiber optic,Yes,Yes,No,No,No,Bank transfer (automatic),No
373,Two year,110.61397508949302,6895.103577460536,62,No,No phone service,No,No,No internet service,No internet service,No internet service,Yes,Credit card (automatic),No
374,One year,86.03355012458971,5810.232995347022,50,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Bank transfer (automatic),No
375,One year,51.189312202580666,634.5800590100125,19,No,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Mailed check,No
376,One year,32.21047112164496,5691.897268115173,69,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Mailed check,No
377,Month-to-month,109.16899752498462,4393.951917006904,66,No,Yes,DSL,No internet service,No internet service,No,No,Yes,Bank transfer (automatic),No
378,Month-to-month,31.92551638738523,745.6302313995482,47,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Credit card (automatic),Yes
379,Month-to-month,109.58785221426214,3720.575068076386,39,No,Yes,DSL,Yes,No,Yes,No internet service,No,Electronic check,No
380,Two year,78.12327919647629,3929.1006683273713,68,No,No,DSL,No,No,No internet service,Yes,No,Mailed check,No
381,One year,115.44516056467354,1409.6188672898784,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Credit card (automatic),Yes
382,Two year,102.67927445540354,7571.01536130223,13,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Credit card (automatic),No
383,Month-to-month,120.80200405853371,6814.805434697229,54,Yes,No,Fiber optic,No,No,No,No internet service,No,Mailed check,Yes
384,One year,61.904775206105626,5385.2764648999555,7,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Mailed check,No
385,Two year,99.80413429273254,3752.1349319047968,14,No,No phone service,DSL,Yes,No,No internet service,Yes,Yes,Credit card (automatic),No
386,One year,66.56571313844104,3352.9477785176173,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Electronic check,Yes
387,Two year,73.65868144765571,5242.6903904925375,54,No,No,Fiber optic,Yes,No,No internet service,Yes,No,Bank transfer (automatic),No
388,One year,87.09299715287167,4408.911768314553,20,No,Yes,DSL,Yes,No,No,No internet service,Yes,Mailed check,Yes
389,Month-to-month,109.49461739095682,591.9575364668964,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),No
390,Month-to-month,119.54159569713585,4148.77092528562,24,No,Yes,No,No internet service,No internet service,No,Yes,No,Credit card (automatic),Yes
391,One year,99.90288066167115,6470.588576139432,63,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,Bank transfer (automatic),No
392,Two year,68.00677717722738,3727.9950330159686,57,Yes,No phone service,No,No,No internet service,Yes,No,No,Electronic check,No
393,Month-to-month,68.33348720721338,510.45696267872046,8,No,No,DSL,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes
394,Month-to-month,97.10998944458912,6311.597775133861,62,No,Yes,Fiber optic,No internet service,No,No,Yes,No,Electronic check,No
395,Month-to-month,51.71872026491551,1690.7738788741976,29,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,Credit card (automatic),No
396,One year,40.04314429495691,2143.1045956155062,17,Yes,No,No,No internet service,No,No internet service,No,No,Electronic check,No
397,One year,62.260616345310666,1401.1801921151375,66,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,Credit card (automatic),No
398,Two year,56.12874824052143,2708.6990124848307,6,No,Yes,No,Yes,No internet service,No,Yes,No,Electronic check,No
399,Two year,56.9540389614951,6078.336894940217,58,No,No,No,Yes,No,No,No internet service,Yes,Credit card (automatic),No
400,Two year,51.2483053455418,4203.148290081105,69,No,No,Fiber optic,No,No internet service,No,No internet service,No,Electronic check,No
401,One year,33.82048025690893,1718.5620657906293,28,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,Credit card (automatic),No
402,One year,31.616528060740656,7034.857617401122,62,No,No phone service,No,No,Yes,Yes,Yes,No,Electronic check,No
403,Two year,119.87273746597887,7048.6966541170805,41,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Mailed check,No
404,Two year,68.91735516996347,6977.569557863455,69,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,Bank transfer (automatic),No
405,One year,64.96372489153103,1986.4900699141604,41,No,No,Fiber optic,No,No,Yes,No internet service,Yes,Credit card (automatic),Yes
406,Two year,91.83790272506936,3664.790819029806,49,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Electronic check,No
407,Month-to-month,49.85110379572084,7881.418283512913,49,No,No,DSL,No,Yes,No,No,Yes,Mailed check,No
408,One year,116.4364677394705,6198.898562848924,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Credit card (automatic),No
409,Two year,101.54739631181523,314.62262768192255,3,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,Credit card (automatic),No
410,One year,38.126401210415615,615.1162709578872,10,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Yes,Credit card (automatic),No
411,Month-to-month,67.98985059642848,3765.0578768174287,35,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Bank transfer (automatic),No
412,One year,109.98976598815698,7282.839626306325,2,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Electronic check,No
413,One year,115.96061402851834,4355.744203826443,24,No,No phone service,DSL,No internet service,Yes,No,Yes,Yes,Electronic check,No
414,One year,72.52353752373814,4032.7188134708927,38,Yes,No,No,No,No,Yes,Yes,Yes,Credit card (automatic),No
415,One year,85.8104364181744,933.2422296573816,22,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Credit card (automatic),No
416,Month-to-month,45.19008909437885,5288.562827321923,26,No,No,No,Yes,Yes,No,No internet service,No,Credit card (automatic),No
417,One year,120.18634497846486,6594.614968741781,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Mailed check,No
418,One year,51.07212482589335,3105.3180593097422,55,No,No,No,Yes,No,No,No,No,Credit card (automatic),Yes
419,Two year,115.77859144629643,6227.333622310087,39,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,Bank transfer (automatic),No
420,One year,89.10784505830553,7719.365565816412,29,No,No phone service,No,No,Yes,No internet service,Yes,Yes,Electronic check,No
421,Two year,85.29404833397618,1709.755027108744,20,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes
422,Month-to-month,76.64465450250228,4234.304086438457,41,No,No,No,No,Yes,No internet service,No,Yes,Credit card (automatic),No
423,Month-to-month,50.98095286631604,2368.3898688681466,54,No,Yes,No,No,Yes,Yes,No internet service,Yes,Mailed check,Yes
424,Month-to-month,46.05405091250125,6363.549910367331,20,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,Credit card (automatic),No
425,Month-to-month,50.05424502538595,4662.9875904611445,19,No,Yes,No,No,No,No,Yes,Yes,Credit card (automatic),Yes
426,Two year,46.95588185512716,5113.2010986474,66,Yes,Yes,No,No,No,Yes,No,Yes,Credit card (automatic),No
427,One year,100.93218709457454,6403.521860965563,30,No,No phone service,No,No,Yes,Yes,Yes,No,Credit card (automatic),No
428,Month-to-month,61.851398584172436,3228.166734033394,53,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,Credit card (automatic),Yes
429,One year,35.253683567269064,7329.211540415641,34,No,No phone service,DSL,No internet service,Yes,Yes,No,No,Electronic check,Yes
430,Two year,118.17833934281383,4310.928051244506,22,Yes,No,No,No,No internet service,No,Yes,No,Bank transfer (automatic),No
431,Two year,110.41451553167174,1347.8431003992494,67,No,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,Mailed check,No
432,Two year,114.41545777076438,5597.603033533539,6,Yes,No phone service,DSL,Yes,No,No,No,Yes,Credit card (automatic),No
