CustomerID,Age,AnnualIncome,SpendingScore,VisitFrequency
872,64,61387.327404539705,41,12
873,40,41352.34398909921,46,8
874,32,11134.365617826348,12,10
875,54,41806.33327621276,70,6
876,38,55877.060081038195,17,6
877,31,27816.32646838807,19,10
878,19,52750.39879668733,26,11
879,28,49770.35226240507,48,7
880,68,58689.37249401632,52,7
881,56,51793.705526212296,96,11
882,55,35403.96588677667,70,13
883,51,67948.57252496737,55,6
884,55,47622.05640459545,75,4
885,67,49590.43190735102,33,11
886,51,36000.98061390206,62,9
887,35,43350.766232127346,88,6
888,47,36727.95928959649,23,4
889,32,47405.809101148654,15,12
890,44,75675.62720213515,27,3
891,68,29421.482856029656,75,4
892,51,25796.579031848883,64,3
893,69,72067.55491240413,81,2
894,55,46860.14484272201,51,14
895,50,39963.908920101254,53,5
896,41,65598.57031094114,78,2
897,32,40915.766903947035,91,6
898,47,77390.14570320403,82,3
899,59,60168.88807008904,92,6
900,68,42681.32887781446,51,11
901,34,82359.62319898256,47,10
902,22,40914.27615494993,4,9
903,46,61131.430580139604,7,1
904,21,54489.38870609738,35,6
905,27,69526.11934098197,48,9
906,34,73422.66795090279,73,11
907,27,50480.0622359865,72,4
908,34,38698.73194480725,45,11
909,37,56899.582144086744,81,12
910,41,39834.26945371841,81,2
911,22,80200.80871289935,97,13
912,51,52048.02996624106,96,4
913,23,44520.17673031837,72,1
914,19,52770.204587973625,19,3
915,30,29793.10565705455,63,10
916,60,35425.789422340225,38,9
917,60,68006.20861916638,67,10
918,65,40146.58581542906,59,5
919,28,34296.3352597709,69,11
920,68,58049.79128790929,13,6
921,64,67785.56231994496,47,3
922,40,60784.299659976,61,5
923,33,64940.715287087245,31,11
924,48,38648.073671458085,80,8
925,28,28672.839998872343,96,6
926,33,72520.0047793323,22,4
927,25,45159.802417367966,93,2
928,21,46237.50475317429,86,14
929,57,69922.91212773586,43,9
930,21,58343.4501410099,67,13
931,42,56838.31658122411,54,12
932,20,82475.03517351625,10,1
933,49,40347.22654429785,42,1
934,20,63917.60192121856,64,13
935,44,50855.19687345627,21,4
936,46,54028.88418294885,80,7
937,49,72927.02639618798,76,1
938,67,57617.53634434436,66,9
939,68,58074.441185744494,41,4
940,36,66087.61005964704,24,3
941,38,44525.70905685672,35,1
942,22,37411.85498991491,56,10
943,35,34327.862089684495,30,4
944,45,20504.65115935997,57,9
945,59,80843.10694910484,94,13
946,39,33451.87451417475,47,14
947,38,46681.19564621342,35,10
948,23,45847.80050166619,19,6
949,18,54611.10046713651,8,6
950,22,62236.05818808945,26,1
951,58,62907.10232539618,71,10
952,29,41253.83842146592,30,2
953,43,47493.174293203825,7,11
954,63,54238.69925732449,67,6
955,51,46269.633107246795,65,2
956,66,74110.18364029989,36,3
957,31,57364.62427457377,25,4
958,43,61023.16679074726,37,11
959,62,59943.21903001119,1,5
960,44,67602.10786227987,15,9
961,26,52715.3233805556,37,12
962,43,30547.5207806623,13,4
963,64,55995.31927628962,8,13
964,39,40229.64659312257,5,11
965,64,42070.74977375365,60,9
966,47,58795.4602813264,73,11
967,60,68574.24607150453,1,10
968,65,50319.073651040926,36,3
969,34,54632.49518898446,35,8
970,43,75533.22416952858,66,12
971,53,53611.297692328524,63,1
972,18,89025.24671270592,23,11
973,25,58482.64468447316,9,9
974,66,23588.558612662735,34,9
975,52,61300.12431656799,46,10
976,69,55717.37577324166,78,2
977,32,69346.29131124119,4,4
978,64,60097.72026904937,30,13
979,39,47923.16024024339,95,8
980,31,31635.526455659514,75,7
981,43,46864.65114070962,99,1
982,45,37242.1931868605,72,5
983,40,41292.14825292916,3,7
984,31,58828.67606630914,14,4
985,41,75048.56756527109,60,1
986,19,55920.07294734471,77,9
987,62,32061.754069472234,45,14
988,43,56669.040023302114,96,5
989,31,67949.47229968477,34,11
990,68,40853.25643520927,45,2
991,24,47989.742499906235,61,8
992,20,50220.32292093796,83,11
993,64,38226.5253037664,16,13
994,40,59724.20650765789,66,2
995,63,48185.77777088327,40,3
996,60,56292.98665860542,17,14
997,64,36687.6173329685,34,10
998,62,43438.125495148844,16,1
999,35,60835.72036741657,60,11
1000,55,44407.502718623495,66,2
